drugbank-id1,drugbank-id2
DB00006,DB13232
DB00001,DB01609
DB00005,DB00489
DB00006,DB13036
DB00005,DB00932
DB00005,DB06228
DB00001,DB03374
DB00001,DB13192
DB00005,DB06688
DB00002,DB06599
DB00001,DB03404
DB00001,DB09053
DB00006,DB01206
DB00002,DB04964
DB00006,DB00749
DB00005,DB00813
DB00005,DB00246
DB00005,DB13293
DB00005,DB04946
DB00006,DB13510
DB00005,DB11603
DB00006,DB01572
DB00006,DB00656
DB00006,DB07767
DB00005,DB01590
DB00005,DB06603
DB00002,DB15225
DB00001,DB01367
DB00006,DB14725
DB00006,DB01606
DB00001,DB04572
DB00006,DB09543
DB00006,DB13667
DB00005,DB01030
DB00006,DB06772
DB00005,DB00315
DB00005,DB00208
DB00001,DB11789
DB00002,DB15409
DB00001,DB08991
DB00006,DB06206
DB00001,DB13152
DB00001,DB00215
DB00001,DB13233
DB00001,DB08496
DB00001,DB00068
DB00001,DB00888
DB00006,DB02123
DB00005,DB12692
DB00005,DB04905
DB00005,DB13843
DB00005,DB01006
DB00005,DB14055
DB00001,DB00823
DB00002,DB00977
DB00002,DB12845
DB00005,DB08904
DB00006,DB00309
DB00006,DB13981
DB00001,DB01005
DB00005,DB09199
DB00006,DB14726
DB00001,DB02691
DB00001,DB14060
DB00005,DB00674
DB00006,DB13451
DB00005,DB12212
DB00001,DB00975
DB00006,DB13947
DB00006,DB00763
DB00002,DB12718
DB00001,DB11984
DB00002,DB13143
DB00002,DB01357
DB00002,DB00111
DB00005,DB00227
DB00005,DB00216
DB00001,DB04845
DB00005,DB00559
DB00006,DB13430
DB00002,DB15428
DB00005,DB01218
DB00001,DB01280
DB00006,DB08887
DB00005,DB06662
DB00005,DB14975
DB00001,DB15335
DB00005,DB08827
DB00002,DB15383
DB00006,DB00105
DB00001,DB13860
DB00002,DB09312
DB00001,DB12545
DB00005,DB05472
DB00006,DB00255
DB00005,DB00404
DB00006,DB00762
DB00006,DB01166
DB00002,DB06162
DB00005,DB11363
DB00002,DB14962
DB00001,DB12749
DB00005,DB00753
DB00006,DB11095
DB00005,DB15274
DB00001,DB08813
DB00001,DB01600
DB00002,DB01257
DB00002,DB06550
DB00005,DB00863
DB00006,DB13201
DB00001,DB08619
DB00005,DB06670
DB00006,DB13644
DB00006,DB00601
DB00001,DB13778
DB00002,DB05136
DB00002,DB05437
DB00001,DB01332
DB00005,DB01483
DB00006,DB12693
DB00002,DB11580
DB00001,DB09283
DB00006,DB00945
DB00006,DB11312
DB00002,DB13127
DB00005,DB01151
DB00005,DB10317
DB00006,DB08955
DB00001,DB00398
DB00001,DB01104
DB00001,DB12025
DB00005,DB00588
DB00001,DB00498
DB00002,DB06474
DB00006,DB06730
DB00005,DB01154
DB00001,DB01414
DB00005,DB15595
DB00005,DB13874
DB00005,DB00324
DB00006,DB00780
DB00002,DB15118
DB00005,DB00802
DB00005,DB00185
DB00001,DB08895
DB00005,DB12781
DB00001,DB06679
DB00001,DB01138
DB00005,DB00442
DB00001,DB09122
DB00005,DB01012
DB00005,DB01206
DB00006,DB01510
DB00005,DB00316
DB00001,DB09250
DB00006,DB01569
DB00006,DB01330
DB00002,DB00051
DB00005,DB01013
DB00006,DB09030
DB00006,DB00605
DB00005,DB01156
DB00005,DB06510
DB00005,DB01035
DB00005,DB11967
DB00006,DB07637
DB00006,DB00861
DB00001,DB00276
DB00001,DB01099
DB00006,DB14679
DB00005,DB00312
DB00005,DB06218
DB00005,DB06772
DB00006,DB00834
DB00001,DB00851
DB00005,DB01224
DB00005,DB13241
DB00006,DB06789
DB00005,DB08879
DB00006,DB01088
DB00006,DB04828
DB00005,DB00794
DB00005,DB01120
DB00005,DB06774
DB00005,DB01039
DB00006,DB01783
DB00005,DB00831
DB00002,DB12734
DB00005,DB01094
DB00006,DB06266
DB00001,DB04570
DB00005,DB06813
DB00002,DB14877
DB00005,DB11586
DB00005,DB04840
DB00001,DB08910
DB00005,DB00309
DB00001,DB06635
DB00005,DB01223
DB00006,DB07447
DB00001,DB01327
DB00005,DB04855
DB00005,DB00008
DB00001,DB11598
DB00002,DB14843
DB00005,DB00647
DB00001,DB07402
DB00006,DB01485
DB00002,DB12034
DB00005,DB05374
DB00001,DB12163
DB00005,DB00763
DB00002,DB06310
DB00005,DB14443
DB00006,DB09241
DB00005,DB00938
DB00005,DB01261
DB00001,DB00304
DB00005,DB06268
DB00006,DB11372
DB00001,DB06769
DB00005,DB00105
DB00002,DB11914
DB00001,DB00814
DB00005,DB00255
DB00005,DB00762
DB00005,DB01166
DB00002,DB05209
DB00002,DB14905
DB00002,DB11715
DB00006,DB00278
DB00006,DB00447
DB00005,DB14219
DB00005,DB00714
DB00001,DB02709
DB00006,DB13432
DB00002,DB00016
DB00005,DB12332
DB00005,DB00916
DB00005,DB11785
DB00005,DB01050
DB00005,DB11693
DB00002,DB11478
DB00005,DB00601
DB00001,DB04066
DB00001,DB09052
DB00006,DB09285
DB00006,DB12399
DB00001,DB00013
DB00005,DB06726
DB00006,DB03585
DB00001,DB00269
DB00001,DB14938
DB00005,DB01079
DB00005,DB06710
DB00006,DB01262
DB00005,DB00945
DB00006,DB09418
DB00001,DB12909
DB00005,DB01558
DB00006,DB00712
DB00005,DB01065
DB00005,DB08865
DB00001,DB00923
DB00005,DB00751
DB00001,DB11348
DB00001,DB09211
DB00005,DB00730
DB00006,DB00029
DB00002,DB12456
DB00001,DB09062
DB00001,DB00254
DB00005,DB01182
DB00001,DB01212
DB00001,DB00533
DB00006,DB01021
DB00002,DB11856
DB00005,DB01023
DB00005,DB00180
DB00001,DB01541
DB00001,DB13538
DB00001,DB06654
DB00001,DB00970
DB00006,DB06271
DB00005,DB00598
DB00002,DB04962
DB00001,DB05266
DB00001,DB14059
DB00006,DB01333
DB00002,DB09033
DB00005,DB00297
DB00006,DB02659
DB00005,DB13675
DB00005,DB00822
DB00006,DB14094
DB00001,DB01207
DB00002,DB06607
DB00002,DB00783
DB00006,DB05099
DB00005,DB00321
DB00005,DB00214
DB00005,DB09030
DB00006,DB01431
DB00001,DB01175
DB00001,DB05830
DB00002,DB14762
DB00002,DB12331
DB00005,DB00690
DB00005,DB14018
DB00005,DB00834
DB00001,DB09369
DB00006,DB00642
DB00006,DB11622
DB00005,DB06448
DB00005,DB01095
DB00006,DB08935
DB00005,DB11652
DB00006,DB06731
DB00005,DB01128
DB00005,DB00872
DB00005,DB01232
DB00006,DB13612
DB00005,DB11616
DB00006,DB11674
DB00006,DB14678
DB00005,DB01280
DB00006,DB00758
DB00005,DB06419
DB00006,DB01413
DB00005,DB01016
DB00005,DB10276
DB00001,DB00407
DB00001,DB09154
DB00002,DB00043
DB00002,DB12943
DB00001,DB13528
DB00006,DB00570
DB00005,DB14449
DB00005,DB00864
DB00005,DB00599
DB00006,DB11330
DB00001,DB03410
DB00001,DB00015
DB00001,DB08550
DB00006,DB04865
DB00002,DB06343
DB00001,DB00573
DB00001,DB13499
DB00006,DB08976
DB00001,DB00987
DB00005,DB01190
DB00006,DB04573
DB00006,DB01177
DB00002,DB06322
DB00001,DB09074
DB00006,DB13685
DB00001,DB13371
DB00001,DB01112
DB00001,DB05229
DB00002,DB06647
DB00006,DB09371
DB00005,DB00608
DB00005,DB01104
DB00005,DB11040
DB00001,DB01168
DB00002,DB12202
DB00005,DB12161
DB00006,DB13124
DB00002,DB14908
DB00005,DB12026
DB00006,DB14006
DB00002,DB13952
DB00005,DB00059
DB00005,DB00625
DB00006,DB00232
DB00002,DB12077
DB00005,DB00426
DB00005,DB00443
DB00006,DB13958
DB00005,DB00593
DB00005,DB01392
DB00005,DB05521
DB00001,DB06700
DB00005,DB01482
DB00001,DB09109
DB00001,DB03619
DB00002,DB00073
DB00005,DB00412
DB00005,DB00712
DB00002,DB14891
DB00005,DB14066
DB00002,DB12826
DB00006,DB13629
DB00006,DB06294
DB00005,DB01099
DB00005,DB13941
DB00005,DB10342
DB00001,DB00977
DB00006,DB13649
DB00006,DB00586
DB00006,DB01171
DB00006,DB13527
DB00001,DB13602
DB00005,DB00186
DB00002,DB12335
DB00001,DB09214
DB00005,DB09273
DB00001,DB13722
DB00001,DB00307
DB00005,DB00592
DB00001,DB13821
DB00001,DB11051
DB00006,DB01543
DB00001,DB09251
DB00005,DB08059
DB00005,DB00433
DB00006,DB04884
DB00001,DB13143
DB00001,DB01357
DB00001,DB00261
DB00001,DB12409
DB00005,DB13812
DB00005,DB11978
DB00005,DB01431
DB00005,DB08906
DB00006,DB11619
DB00001,DB01328
DB00006,DB06590
DB00005,DB11614
DB00005,DB01274
DB00005,DB00642
DB00001,DB13167
DB00005,DB12991
DB00005,DB13384
DB00002,DB14919
DB00002,DB13886
DB00006,DB12814
DB00005,DB00758
DB00005,DB01411
DB00002,DB13045
DB00006,DB00159
DB00006,DB13682
DB00001,DB13951
DB00002,DB00072
DB00001,DB00974
DB00005,DB02709
DB00005,DB11915
DB00001,DB09253
DB00002,DB00065
DB00001,DB01169
DB00001,DB13150
DB00002,DB12104
DB00002,DB12520
DB00006,DB00069
DB00005,DB01234
DB00001,DB06543
DB00002,DB11840
DB00001,DB00361
DB00001,DB00928
DB00001,DB14562
DB00001,DB12321
DB00001,DB00480
DB00005,DB01177
DB00001,DB13275
DB00005,DB00098
DB00005,DB14394
DB00005,DB11988
DB00005,DB01036
DB00006,DB00258
DB00002,DB00056
DB00002,DB05793
DB00002,DB09264
DB00006,DB09254
DB00005,DB08828
DB00001,DB00367
DB00005,DB01033
DB00001,DB00322
DB00002,DB04958
DB00005,DB15444
DB00005,DB13762
DB00005,DB10803
DB00005,DB11963
DB00005,DB10584
DB00005,DB00960
DB00005,DB00734
DB00005,DB01236
DB00006,DB00552
DB00005,DB00726
DB00001,DB04898
DB00006,DB11935
DB00001,DB00351
DB00001,DB13946
DB00001,DB00775
DB00006,DB06736
DB00002,DB06192
DB00002,DB05555
DB00005,DB00490
DB00001,DB12610
DB00001,DB08951
DB00002,DB09036
DB00005,DB13443
DB00006,DB01042
DB00002,DB04575
DB00005,DB00243
DB00005,DB09118
DB00002,DB09045
DB00002,DB09057
DB00005,DB00247
DB00002,DB00089
DB00001,DB01105
DB00006,DB00374
DB00005,DB00853
DB00005,DB01047
DB00001,DB06777
DB00005,DB01171
DB00006,DB00946
DB00002,DB06342
DB00005,DB00420
DB00001,DB00812
DB00005,DB11050
DB00005,DB01380
DB00006,DB00991
DB00001,DB06725
DB00005,DB04884
DB00006,DB00048
DB00001,DB00242
DB00001,DB04839
DB00006,DB13133
DB00006,DB00482
DB00005,DB09296
DB00001,DB00025
DB00001,DB01164
DB00005,DB06273
DB00006,DB06209
DB00005,DB01058
DB00005,DB09071
DB00006,DB06616
DB00006,DB01416
DB00006,DB00526
DB00005,DB00252
DB00001,DB01481
DB00006,DB09310
DB00005,DB05144
DB00001,DB11093
DB00002,DB00113
DB00005,DB11951
DB00005,DB11823
DB00005,DB09054
DB00005,DB00969
DB00005,DB00757
DB00006,DB13875
DB00001,DB13327
DB00005,DB10989
DB00005,DB05773
DB00005,DB12814
DB00002,DB05797
DB00006,DB00614
DB00005,DB01591
DB00005,DB13592
DB00006,DB01248
DB00005,DB01015
DB00006,DB13953
DB00006,DB11608
DB00006,DB01204
DB00006,DB00671
DB00006,DB01139
DB00001,DB06695
DB00002,DB12487
DB00005,DB11627
DB00001,DB00006
DB00001,DB00444
DB00001,DB12831
DB00001,DB00567
DB00006,DB06807
DB00002,DB09107
DB00006,DB01435
DB00006,DB14738
DB00006,DB00199
DB00001,DB01326
DB00002,DB06674
DB00006,DB11636
DB00001,DB06441
DB00002,DB05941
DB00001,DB11455
DB00005,DB06697
DB00006,DB09401
DB00001,DB00619
DB00001,DB00821
DB00006,DB01420
DB00006,DB14577
DB00002,DB12413
DB00001,DB09124
DB00002,DB11685
DB00005,DB08880
DB00001,DB00620
DB00005,DB00184
DB00005,DB04948
DB00005,DB06335
DB00005,DB01097
DB00005,DB13003
DB00006,DB09381
DB00006,DB09050
DB00005,DB13955
DB00006,DB13367
DB00005,DB11560
DB00001,DB09248
DB00001,DB01373
DB00001,DB11367
DB00001,DB09212
DB00005,DB00213
DB00005,DB01551
DB00005,DB00552
DB00006,DB00244
DB00005,DB01357
DB00005,DB01195
DB00002,DB13017
DB00001,DB00805
DB00001,DB13481
DB00001,DB00554
DB00001,DB00011
DB00005,DB00177
DB00005,DB01042
DB00006,DB13923
DB00006,DB01229
DB00006,DB00286
DB00006,DB08867
DB00005,DB09183
DB00005,DB01601
DB00005,DB01227
DB00001,DB01181
DB00002,DB11595
DB00002,DB06101
DB00001,DB00055
DB00001,DB00087
DB00005,DB00377
DB00001,DB09539
DB00005,DB14540
DB00005,DB11712
DB00006,DB01395
DB00001,DB00468
DB00005,DB05541
DB00001,DB01247
DB00005,DB01454
DB00005,DB06209
DB00006,DB01331
DB00005,DB09327
DB00005,DB06616
DB00001,DB00380
DB00005,DB00526
DB00005,DB00980
DB00002,DB00054
DB00006,DB00806
DB00005,DB01410
DB00005,DB01169
DB00006,DB02261
DB00001,DB00675
DB00001,DB00784
DB00006,DB01329
DB00005,DB13385
DB00001,DB01254
DB00001,DB00752
DB00005,DB00373
DB00005,DB08870
DB00001,DB00328
DB00001,DB09329
DB00006,DB01628
DB00001,DB13952
DB00006,DB13933
DB00006,DB09318
DB00002,DB14041
DB00002,DB00074
DB00005,DB01248
DB00006,DB09216
DB00005,DB01204
DB00005,DB13953
DB00006,DB01140
DB00006,DB00717
DB00001,DB00073
DB00005,DB00337
DB00005,DB12301
DB00002,DB06081
DB00006,DB00430
DB00006,DB13954
DB00001,DB13929
DB00001,DB00009
DB00005,DB12568
DB00005,DB00359
DB00005,DB01435
DB00001,DB01401
DB00005,DB00199
DB00001,DB12474
DB00005,DB00367
DB00005,DB00322
DB00006,DB08439
DB00005,DB00849
DB00006,DB11166
DB00005,DB11750
DB00006,DB00465
DB00001,DB11606
DB00006,DB14093
DB00006,DB13310
DB00005,DB12617
DB00001,DB00958
DB00006,DB14598
DB00005,DB04975
DB00001,DB09288
DB00005,DB03756
DB00006,DB09215
DB00005,DB13919
DB00001,DB13407
DB00001,DB00476
DB00001,DB00034
DB00005,DB00843
DB00005,DB00741
DB00005,DB13530
DB00001,DB08901
DB00006,DB00624
DB00005,DB09080
DB00001,DB00583
DB00005,DB13508
DB00006,DB00294
DB00006,DB00535
DB00001,DB00262
DB00006,DB11507
DB00002,DB12053
DB00006,DB04918
DB00001,DB13544
DB00002,DB05336
DB00001,DB01586
DB00005,DB00228
DB00005,DB00242
DB00005,DB12001
DB00006,DB00563
DB00002,DB12152
DB00001,DB01250
DB00006,DB09244
DB00006,DB14700
DB00006,DB00033
DB00001,DB05258
DB00005,DB12752
DB00006,DB00063
DB00005,DB00286
DB00002,DB09559
DB00002,DB11714
DB00006,DB01225
DB00005,DB10804
DB00005,DB01576
DB00002,DB09317
DB00001,DB00569
DB00006,DB00438
DB00002,DB14707
DB00006,DB06724
DB00002,DB08894
DB00005,DB13757
DB00002,DB12489
DB00001,DB04818
DB00006,DB13533
DB00006,DB05767
DB00005,DB01395
DB00006,DB00957
DB00002,DB15135
DB00001,DB13876
DB00005,DB00503
DB00001,DB01109
DB00006,DB00207
DB00005,DB01067
DB00001,DB01101
DB00001,DB01324
DB00002,DB09303
DB00002,DB11569
DB00002,DB00655
DB00006,DB09243
DB00001,DB13638
DB00006,DB05015
DB00005,DB00806
DB00001,DB07615
DB00001,DB00056
DB00005,DB00112
DB00001,DB11126
DB00002,DB11945
DB00005,DB00619
DB00002,DB15432
DB00005,DB00976
DB00006,DB04925
DB00005,DB01628
DB00006,DB01041
DB00002,DB04988
DB00001,DB00266
DB00006,DB13149
DB00005,DB01405
DB00006,DB01415
DB00005,DB15253
DB00002,DB05595
DB00005,DB00547
DB00005,DB01589
DB00006,DB09260
DB00001,DB00086
DB00005,DB00620
DB00005,DB00250
DB00006,DB11133
DB00001,DB00774
DB00006,DB00428
DB00005,DB00783
DB00006,DB04725
DB00006,DB12771
DB00001,DB09245
DB00005,DB14762
DB00001,DB11268
DB00001,DB00022
DB00005,DB01115
DB00001,DB04575
DB00005,DB14385
DB00005,DB01577
DB00002,DB13140
DB00001,DB04017
DB00006,DB07931
DB00005,DB06148
DB00006,DB14026
DB00005,DB09143
DB00006,DB00274
DB00002,DB06324
DB00005,DB13491
DB00002,DB15044
DB00005,DB01142
DB00005,DB00432
DB00001,DB00788
DB00005,DB00011
DB00002,DB12189
DB00005,DB01174
DB00005,DB00554
DB00002,DB13037
DB00006,DB01030
DB00005,DB11730
DB00006,DB00208
DB00001,DB00203
DB00001,DB13266
DB00006,DB06406
DB00002,DB09029
DB00005,DB11466
DB00005,DB00764
DB00001,DB00100
DB00005,DB08971
DB00006,DB09042
DB00005,DB09034
DB00006,DB14055
DB00002,DB09105
DB00005,DB13132
DB00001,DB11311
DB00005,DB00563
DB00005,DB09082
DB00005,DB00700
DB00005,DB01624
DB00001,DB11154
DB00005,DB00740
DB00005,DB00222
DB00005,DB00033
DB00006,DB00352
DB00005,DB00380
DB00002,DB12698
DB00005,DB14545
DB00005,DB06595
DB00001,DB00441
DB00006,DB13524
DB00005,DB00018
DB00005,DB00543
DB00006,DB01419
DB00002,DB12820
DB00006,DB13470
DB00005,DB09237
DB00005,DB11130
DB00005,DB04557
DB00005,DB01254
DB00005,DB00193
DB00005,DB00327
DB00005,DB05259
DB00006,DB00036
DB00006,DB00877
DB00005,DB01159
DB00005,DB00897
DB00001,DB12726
DB00006,DB08834
DB00001,DB00539
DB00002,DB00012
DB00002,DB14724
DB00005,DB00850
DB00006,DB09295
DB00006,DB09218
DB00001,DB01572
DB00005,DB00299
DB00006,DB00715
DB00005,DB04861
DB00001,DB07767
DB00005,DB05015
DB00006,DB12598
DB00001,DB01606
DB00001,DB06713
DB00001,DB00859
DB00001,DB13314
DB00002,DB04956
DB00002,DB06168
DB00001,DB06287
DB00006,DB00939
DB00001,DB00389
DB00001,DB00795
DB00002,DB12917
DB00005,DB11529
DB00005,DB01028
DB00005,DB01645
DB00006,DB00472
DB00002,DB06050
DB00001,DB00285
DB00005,DB09288
DB00001,DB00305
DB00005,DB00428
DB00006,DB01150
DB00006,DB01626
DB00005,DB04725
DB00005,DB00363
DB00001,DB08877
DB00005,DB11633
DB00005,DB11689
DB00005,DB00549
DB00001,DB13400
DB00005,DB01297
DB00005,DB09128
DB00001,DB00469
DB00006,DB08871
DB00001,DB00488
DB00005,DB14512
DB00006,DB06822
DB00002,DB06317
DB00005,DB14919
DB00005,DB01087
DB00006,DB00436
DB00002,DB15719
DB00006,DB06779
DB00001,DB01037
DB00001,DB00396
DB00001,DB11095
DB00002,DB12205
DB00006,DB06605
DB00006,DB00163
DB00006,DB00445
DB00001,DB06251
DB00002,DB15441
DB00005,DB00320
DB00005,DB00904
DB00001,DB05109
DB00005,DB14620
DB00005,DB06684
DB00005,DB08881
DB00005,DB00065
DB00005,DB13223
DB00001,DB00054
DB00005,DB11044
DB00006,DB08794
DB00005,DB06739
DB00005,DB12947
DB00005,DB00796
DB00002,DB11857
DB00002,DB12815
DB00002,DB15363
DB00005,DB14881
DB00001,DB13657
DB00002,DB00057
DB00005,DB00352
DB00006,DB00008
DB00005,DB04871
DB00005,DB04868
DB00001,DB06730
DB00005,DB12515
DB00006,DB01014
DB00001,DB13148
DB00006,DB13199
DB00005,DB00365
DB00001,DB06081
DB00005,DB12070
DB00001,DB01073
DB00001,DB09222
DB00006,DB11168
DB00001,DB00531
DB00005,DB06216
DB00005,DB00877
DB00001,DB01510
DB00002,DB14967
DB00005,DB13345
DB00002,DB11834
DB00001,DB01569
DB00001,DB01330
DB00002,DB14039
DB00005,DB01029
DB00006,DB01240
DB00001,DB04832
DB00001,DB06754
DB00002,DB12250
DB00002,DB12344
DB00005,DB00715
DB00005,DB00582
DB00006,DB01609
DB00002,DB12169
DB00005,DB04665
DB00006,DB03374
DB00006,DB13192
DB00001,DB09252
DB00002,DB05304
DB00002,DB06304
DB00005,DB01403
DB00006,DB00500
DB00006,DB03404
DB00002,DB11862
DB00006,DB09053
DB00001,DB08797
DB00001,DB04828
DB00005,DB12530
DB00005,DB00622
DB00005,DB01136
DB00002,DB00081
DB00005,DB09095
DB00005,DB01251
DB00001,DB00031
DB00001,DB00493
DB00005,DB00472
DB00005,DB00934
DB00005,DB00280
DB00002,DB12274
DB00006,DB01367
DB00006,DB04572
DB00001,DB13197
DB00005,DB13068
DB00005,DB11817
DB00006,DB11789
DB00001,DB09079
DB00006,DB08991
DB00006,DB13152
DB00006,DB00215
DB00006,DB13233
DB00006,DB08496
DB00001,DB09317
DB00005,DB00860
DB00006,DB00068
DB00004,DB00016
DB00006,DB00888
DB00005,DB00356
DB00005,DB08871
DB00002,DB12773
DB00005,DB06643
DB00005,DB08882
DB00005,DB11273
DB00005,DB04930
DB00006,DB00823
DB00005,DB05459
DB00005,DB00439
DB00001,DB09075
DB00001,DB00182
DB00006,DB01005
DB00005,DB14685
DB00005,DB05294
DB00005,DB06608
DB00005,DB06605
DB00006,DB02691
DB00005,DB00445
DB00005,DB10343
DB00006,DB14060
DB00005,DB06470
DB00005,DB04844
DB00006,DB00975
DB00001,DB00655
DB00005,DB00699
DB00005,DB09297
DB00006,DB00456
DB00006,DB11984
DB00005,DB00335
DB00001,DB02224
DB00001,DB13151
DB00006,DB04845
DB00005,DB08883
DB00001,DB12399
DB00001,DB00689
DB00006,DB01280
DB00005,DB06203
DB00006,DB08953
DB00002,DB11608
DB00006,DB15335
DB00005,DB00347
DB00005,DB00395
DB00005,DB09201
DB00006,DB13860
DB00001,DB04817
DB00006,DB12749
DB00002,DB00078
DB00002,DB12534
DB00001,DB13461
DB00006,DB08813
DB00006,DB01600
DB00005,DB00248
DB00006,DB08619
DB00006,DB00864
DB00001,DB00461
DB00002,DB12891
DB00006,DB13778
DB00005,DB01295
DB00006,DB01332
DB00002,DB15899
DB00005,DB01149
DB00005,DB13867
DB00002,DB11767
DB00002,DB11604
DB00006,DB00398
DB00001,DB08994
DB00006,DB01104
DB00005,DB00264
DB00005,DB01268
DB00006,DB12025
DB00001,DB13944
DB00001,DB09389
DB00001,DB13504
DB00005,DB01074
DB00001,DB11518
DB00001,DB13783
DB00006,DB01414
DB00001,DB01942
DB00006,DB08895
DB00005,DB00191
DB00002,DB14211
DB00006,DB01138
DB00006,DB06679
DB00006,DB09122
DB00002,DB05101
DB00002,DB05916
DB00005,DB09053
DB00001,DB09255
DB00005,DB05325
DB00006,DB09250
DB00005,DB00469
DB00005,DB00488
DB00005,DB00575
DB00005,DB14542
DB00006,DB00880
DB00005,DB13924
DB00001,DB12364
DB00002,DB13923
DB00002,DB05111
DB00005,DB01367
DB00005,DB04572
DB00006,DB00276
DB00006,DB01099
DB00005,DB00736
DB00002,DB14897
DB00005,DB08922
DB00005,DB00862
DB00006,DB00851
DB00005,DB05804
DB00005,DB12141
DB00001,DB04932
DB00001,DB00997
DB00002,DB06650
DB00002,DB00110
DB00001,DB08984
DB00005,DB09570
DB00005,DB00215
DB00005,DB08496
DB00005,DB00604
DB00002,DB15334
DB00005,DB00068
DB00005,DB00888
DB00002,DB14952
DB00002,DB06612
DB00006,DB04570
DB00002,DB12844
DB00006,DB08910
DB00006,DB06635
DB00005,DB01005
DB00005,DB10283
DB00005,DB00238
DB00006,DB01327
DB00006,DB11598
DB00005,DB01816
DB00002,DB13418
DB00001,DB14570
DB00002,DB05889
DB00005,DB11837
DB00001,DB09125
DB00001,DB00694
DB00002,DB15397
DB00006,DB12163
DB00002,DB05550
DB00005,DB00349
DB00005,DB08873
DB00005,DB00382
DB00005,DB04845
DB00001,DB00232
DB00005,DB12483
DB00001,DB01009
DB00001,DB12465
DB00001,DB02546
DB00005,DB01355
DB00001,DB08857
DB00006,DB00304
DB00005,DB12825
DB00002,DB11959
DB00005,DB06681
DB00005,DB15461
DB00006,DB06769
DB00001,DB00686
DB00006,DB00814
DB00001,DB09258
DB00001,DB13217
DB00002,DB15089
DB00005,DB00290
DB00005,DB01359
DB00001,DB00682
DB00006,DB02709
DB00002,DB13954
DB00001,DB00267
DB00005,DB03783
DB00005,DB12245
DB00002,DB09077
DB00005,DB11708
DB00002,DB00087
DB00002,DB14811
DB00006,DB04066
DB00001,DB01397
DB00006,DB09052
DB00005,DB00541
DB00006,DB00013
DB00005,DB00635
DB00001,DB13649
DB00001,DB00586
DB00006,DB00269
DB00005,DB00092
DB00002,DB14580
DB00002,DB06360
DB00006,DB12909
DB00006,DB00923
DB00005,DB00589
DB00001,DB01543
DB00005,DB00398
DB00006,DB11348
DB00002,DB05405
DB00006,DB09211
DB00005,DB12025
DB00005,DB04957
DB00006,DB09062
DB00005,DB14513
DB00006,DB00254
DB00002,DB04949
DB00006,DB01212
DB00002,DB09070
DB00006,DB00533
DB00005,DB01054
DB00006,DB01541
DB00005,DB08895
DB00006,DB13538
DB00006,DB06654
DB00006,DB00970
DB00005,DB06803
DB00002,DB13956
DB00006,DB05266
DB00005,DB09122
DB00006,DB01033
DB00006,DB14059
DB00001,DB00495
DB00005,DB06144
DB00001,DB13857
DB00006,DB01207
DB00006,DB01236
DB00005,DB01191
DB00006,DB08942
DB00002,DB05139
DB00005,DB09048
DB00006,DB01175
DB00006,DB05830
DB00005,DB11986
DB00005,DB08962
DB00001,DB00159
DB00005,DB00277
DB00005,DB00276
DB00005,DB00370
DB00005,DB13014
DB00005,DB00851
DB00006,DB09369
DB00001,DB04812
DB00006,DB00853
DB00005,DB01320
DB00005,DB11569
DB00005,DB12371
DB00001,DB00229
DB00006,DB14473
DB00001,DB00446
DB00005,DB15035
DB00005,DB14022
DB00001,DB13866
DB00001,DB00291
DB00002,DB04574
DB00005,DB10805
DB00006,DB00407
DB00006,DB09154
